cae_num	cae_str	des_pt	des_en	rev
24662	24662	Fabricação de óleos e massas lubrificantes, com exclusão da efectuada nas refinarias	Manufacture of lubricating oils and greases, except that made in refineries	2
24663	24663	Fabricação de outros produtos químicos diversos, n.e.	Manufacture of other miscellaneous chemical products, n.e.c.	2
247	247	Fabricação de fibras sintéticas ou artificiais	Manufacture of man-made fibres	2
2470	2470	Fabricação de fibras sintéticas ou artificiais	Manufacture of man-made fibres	2
24700	24700	Fabricação de fibras sintéticas ou artificiais	Manufacture of man-made fibres	2
-20408	DH	Fabricação de artigos de borracha e de matérias plásticas	Manufacture of rubber and plastic products	2
25	25	Fabricação de artigos de borracha e de matérias plásticas	Manufacture of rubber and plastic products	2
251	251	Fabricação de artigos de borracha	Manufacture of rubber products	2
2511	2511	Fabricação de pneus e câmaras-de-ar	Manufacture of rubber tyres and tubes	2
25110	25110	Fabricação de pneus e câmaras-de-ar	Manufacture of rubber tyres and tubes	2
2512	2512	Reconstrução de pneus	Retreading and rebuilding of rubber tyres	2
25120	25120	Reconstrução de pneus	Retreading and rebuilding of rubber tyres	2
2513	2513	Fabricação de produtos de borracha, n.e.	Manufacture of other rubber products	2
25130	25130	Fabricação de produtos de borracha, n.e.	Manufacture of other rubber products	2
252	252	Fabricação de artigos de matérias plásticas	Manufacture of plastic products	2
2521	2521	Fabricação de chapas, folhas, tubos e perfis de plástico	Manufacture of plastic plates, sheets, tubes and profiles	2
25210	25210	Fabricação de chapas, folhas, tubos e perfis de plástico	Manufacture of plastic plates, sheets, tubes and profiles	2
2522	2522	Fabricação de embalagens de plástico	Manufacture of plastic packing goods	2
25220	25220	Fabricação de embalagens de plástico	Manufacture of plastic packing goods	2
2523	2523	Fabricação de artigos de plástico para a construção	Manufacture of plastic builders' ware goods	2
25230	25230	Fabricação de artigos de plástico para a construção	Manufacture of plastic builders' ware goods	2
2524	2524	Fabricação de artigos de plástico, n.e.	Manufacture of other plastic products	2
25240	25240	Fabricação de artigos de plástico, n.e.	Manufacture of other plastic products	2
-20409	DI	Fabricação de outros produtos minerais não metálicos	Manufacture of other non-metallic mineral products	2
26	26	Fabricação de outros produtos minerais não metálicos	Manufacture of other non-metallic mineral products	2
261	261	Fabricação de vidro e artigos de vidro	Manufacture of glass and glass products	2
2611	2611	Fabricação de vidro plano	Manufacture of flat glass	2
26110	26110	Fabricação de vidro plano	Manufacture of flat glass	2
2612	2612	Moldagem e transformação de vidro plano	Shaping and processing of flat glass	2
26120	26120	Moldagem e transformação de vidro plano	Shaping and processing of flat glass	2
2613	2613	Fabricação de vidro de embalagem e cristalaria (vidro oco)	Manufacture of hollow glass and crystal ware	2
26131	26131	Fabricação de vidro de embalagem	Manufacture of hollow glass	2
26132	26132	Cristalaria	Manufacture of crystal ware	2
2614	2614	Fabricação de fibras de vidro	Manufacture of glass fibres	2
26140	26140	Fabricação de fibras de vidro	Manufacture of glass fibres	2
2615	2615	Fabricação e transformação de outro vidro (inclui vidro técnico)	Manufacture and processing of other glass, including technical glassware	2
26150	26150	Fabricação e transformação de outro vidro (inclui vidro técnico)	Manufacture and processing of other glass, including technical glassware	2
262	262	Fabricação de produtos cerâmicos não refractários (excepto os destinados a construção) e refractários	"Manufacture of non-refractory ceramic goods other than for construction purposes; manufacture of refractory ceramic products"	2
2621	2621	Fabricação de artigos cerâmicos de uso doméstico e ornamental	Manufacture of ceramic household and ornamental articles	2
26211	26211	Olaria de barro	Pottery	2
26212	26212	Fabricação de artigos de uso doméstico de faiança, porcelana e grés fino	Manufacture of household articles made of stone- or earthenware, porcelain and china	2
26213	26213	Fabricação de artigos de ornamentação de faiança, porcelana e grés fino	Manufacture of ornamental articles made of stone- or earthenware, porcelain and china	2
2622	2622	Fabricação de artigos cerâmicos para usos sanitários	Manufacture of ceramic sanitary fixtures	2
26220	26220	Fabricação de artigos cerâmicos para usos sanitários	Manufacture of ceramic sanitary fixtures	2
2623	2623	Fabricação de isoladores e peças isolantes em cerâmica	Manufacture of ceramic insulators and insulating fittings	2
26230	26230	Fabricação de isoladores e peças isolantes em cerâmica	Manufacture of ceramic insulators and insulating fittings	2
2624	2624	Fabricação de outros produtos em cerâmica para usos técnicos	Manufacture of other technical ceramic products	2
26240	26240	Fabricação de outros produtos em cerâmica para usos técnicos	Manufacture of other technical ceramic products	2
2625	2625	Fabricação de outros produtos cerâmicos não refractários (excepto os destinados a construção)	Manufacture of other non-refractory ceramic products, other than for construction purposes	2
26250	26250	Fabricação de outros produtos cerâmicos não refractários (excepto os destinados a construção)	Manufacture of other non-refractory ceramic products, other than for construction purposes	2
2626	2626	Fabricação de produtos cerâmicos refractários	Manufacture of refractory ceramic products	2
26260	26260	Fabricação de produtos cerâmicos refractários	Manufacture of refractory ceramic products	2
263	263	Fabricação de azulejos, ladrilhos, mosaicos e placas de cerâmica	Manufacture of ceramic tiles and flags	2
2630	2630	Fabricação de azulejos, ladrilhos, mosaicos e placas de cerâmica	Manufacture of ceramic tiles and flags	2
26301	26301	Fabricação de azulejos	Manufacture of ceramic tiles	2
26302	26302	Fabricação de ladrilhos, mosaicos e placas de cerâmica	Manufacture of floor flags, tiles and mosaic	2
264	264	Fabricação de tijolos, telhas e de outros produtos de barro para a construção	Manufacture of bricks, tiles and construction products, in baked clay	2
2640	2640	Fabricação de tijolos, telhas e de outros produtos de barro para a construção	Manufacture of bricks, tiles and construction products, in baked clay	2
26401	26401	Fabricação de tijolos e telhas	Manufacture of bricks and tiles	2
26402	26402	Fabricação de abobadilha	Manufacture of support or filler tiles	2
26403	26403	Fabricação de outros produtos de barro para a construção	Manufacture of construction products, in baked clay	2
265	265	Fabricação de cimento, cal e gesso	Manufacture of cement, lime and plaster	2
2651	2651	Fabricação de cimento	Manufacture of cement	2
26510	26510	Fabricação de cimento	Manufacture of cement	2
2652	2652	Fabricação de cal	Manufacture of lime	2
26521	26521	Fabricação de cal hidráulica	Manufacture of hydraulic lime	2
26522	26522	Fabricação de cal não hidráulica	Manufacture of non-hydraulic lime	2
2653	2653	Fabricação de gesso	Manufacture of plaster	2
26530	26530	Fabricação de gesso	Manufacture of plaster	2
266	266	Fabricação de produtos de betão, gesso, cimento e marmorite	Manufacture of articles of concrete, plaster and cement	2
2661	2661	Fabricação de produtos de betão para a construção	Manufacture of concrete products for construction purposes	2
26610	26610	Fabricação de produtos de betão para a construção	Manufacture of concrete products for construction purposes	2
2662	2662	Fabricação de produtos de gesso para a construção	Manufacture of plaster products for construction purposes	2
26620	26620	Fabricação de produtos de gesso para a construção	Manufacture of plaster products for construction purposes	2
2663	2663	Fabricação de betão pronto	Manufacture of ready-mixed concrete	2
26630	26630	Fabricação de betão pronto	Manufacture of ready-mixed concrete	2
2664	2664	Fabricação de argamassas	Manufacture of mortars	2
26640	26640	Fabricação de argamassas	Manufacture of mortars	2
2665	2665	Fabricação de produtos de fibrocimento	Manufacture of fibre cement	2
26650	26650	Fabricação de produtos de fibrocimento	Manufacture of fibre cement	2
2666	2666	Fabricação de outros produtos de betão, gesso, cimento e marmorite	Manufacture of other articles of concrete, plaster and cement	2
26660	26660	Fabricação de outros produtos de betão, gesso, cimento e marmorite	Manufacture of other articles of concrete, plaster and cement	2
267	267	Serragem, corte e acabamento da pedra	Cutting, shaping and finishing of ornamental and building stone	2
2670	2670	Serragem, corte e acabamento da pedra	Cutting, shaping and finishing of ornamental and building stone	2
26701	26701	Fabricação de artigos de mármore e de rochas similares	Manufacture of articles of marble and similar stone	2
26702	26702	Fabricação de artigos em ardósia (lousa)	Manufacture of articles of slate	2
26703	26703	Fabricação de artigos de granito e de rochas, n.e.	Manufacture of articles of granite and stones, n.e.c.	2
268	268	Fabricação de outros produtos minerais não metálicos	Manufacture of other non-metallic mineral products	2
2681	2681	Fabricação de produtos abrasivos	Production of abrasive products	2
26810	26810	Fabricação de produtos abrasivos	Production of abrasive products	2
2682	2682	Fabricação de outros produtos minerais não metálicos, n.e.	Manufacture of other non-metallic mineral products n.e.c.	2
26820	26820	Fabricação de outros produtos minerais não metálicos, n.e.	Manufacture of other non-metallic mineral products n.e.c.	2
-20410	DJ	Indústrias metalúrgicas de base e de produtos metálicos	Manufacture of basic metals and fabricated metal products	2
27	27	indústrias metalúrgicas de base	Manufacture of basic metals	2
271	271	Siderurgia e fabricação de ferro-ligas (CECA)	Manufacture of basic iron and steel and of ferro-alloys	2
2710	2710	Siderurgia e fabricação de ferro-ligas (CECA)	Manufacture of basic iron and steel and of ferro-alloys	2
27100	27100	Siderurgia e fabricação de ferro-ligas (CECA)	Manufacture of basic iron and steel and of ferro-alloys	2
272	272	Fabricação de tubos	Manufacture of tubes	2
2721	2721	Fabricação de tubos de ferro fundido	Manufacture of cast iron tubes	2
27210	27210	Fabricação de tubos de ferro fundido	Manufacture of cast iron tubes	2
2722	2722	Fabricação de tubos de aço	Manufacture of steel tubes	2
27220	27220	Fabricação de tubos de aço	Manufacture of steel tubes	2
273	273	Outras actividades da primeira transformação do ferro e do aço (inclui fabricação de ferro-ligas não CECA)	Other first processing of iron and steel	2
